"word","stars"
"infused",1.47452247382827
"churros",1.47368902111716
"chill",1.4736486870335
"leech",1.47250533616201
"lattes",1.47205910848073
"salvador",1.4715919638769
"harmony",1.47023205403019
"iberico",1.46948175894235
"inventive",1.46774536173905
"camarones",1.46758849096368
"bonbon",1.46688458363828
"eric",1.46688458363828
"not_dried",1.46688458363828
"huge_portion",1.46606184389449
"caramel",1.46492705918261
"petal",1.46479241464333
"reviled",1.4645061178335
"antique",1.4641290439864
"joshua",1.46360988434184
"nutty",1.46326931561502
"pomegranate",1.4632348086515
"explored",1.46231985128567
"pleased",1.46201591202447
"corey",1.46162983360447
"hunter",1.46162983360447
"jarritos",1.46162983360447
"charming",1.46158824349765
"not_extensive",1.45935277525648
"indonesian",1.45808117124397
"anaheim",1.45763499439748
"manchego",1.45763499439748
"elk",1.45670646420342
"tasteful",1.45617852184869
"pescatarian",1.4552155847369
"horchata",1.45506459238218
"green_chile",1.45431198618349
"accommodating",1.45398311091929
"nice_selection",1.45284636704336
"franco",1.45182096687469
"kenny",1.45182096687469
"bières",1.4511933161762
"indite",1.45067689471543
"thoughtfully",1.45067689471543
"sourcing",1.44987727438906
"handmade",1.44910878283453
"fatuous",1.44904609010245
"transformed",1.44847349648278
"everyday",1.44736654283967
"tremendous",1.4464494446179
"locally",1.44631237564285
"cheeks",1.44536513111886
"winners",1.44536513111886
"bora",1.44389274752543
"airy",1.44333056469885
"sherbet",1.44327742303862
"beaten",1.44189190119756
"haley",1.44177855569896
"jacob",1.44099399232586
"eave",1.44092930316824
"seasonal",1.44077064946782
"mules",1.43977007346382
"frill",1.4392835467112
"pales",1.43759421770907
"pear",1.43681870903885
"brûlée",1.43396779145117
"love",1.43349780385508
"compliments",1.43264909099375
"ivan",1.43264909099375
"sample",1.43090243491619
"angenehm",1.43055468438491
"flan",1.43038743594428
"tracy",1.4292255417293
"classed",1.42830702851201
"mainstay",1.42830702851201
"splurged",1.42830702851201
"verdure",1.42830702851201
"al_pastor",1.42802045238821
"definite",1.42781271868226
"gingerbread",1.42671493893537
"wagyu",1.42616640387115
"crux",1.42538278235083
"nina",1.42538278235083
"peaceful",1.42519690003671
"hoary",1.42446405367184
"satiated",1.42446405367184
"unexpected",1.42379214762303
"rewarded",1.42243456695883
"prawns",1.42217705794955
"glitz",1.42169373334751
"babaganoush",1.41946208641957
"confetti",1.41946208641957
"peril",1.41946208641957
"marriage",1.41796665291115
"citron",1.41738984284362
"flavourful",1.41629853377362
"crape",1.41608866664477
"relaxation",1.41608866664477
"artwork",1.41566828664207
"timers",1.41519570258674
"cornish",1.4148466348186
"dreamed",1.41454489827326
"not_stingy",1.41404950991524
"treasure",1.41349454953948
"kibble",1.41334522285202
"gorgeous",1.4128997100284
"bailey",1.41286858413247
"outgoing",1.41039602077481
"sweetbread",1.41039602077481
"oxtail",1.4087353438928
"hazelnut",1.40859171778409
"astounding",1.40776393720053
"torte",1.40737399889323
"reggae",1.40721701074354
"tangy",1.40599870749802
"casual",1.40500430772617
"hannah",1.40495638138796
"luis",1.40195520103659
"salvatore",1.40195520103659
"sweden",1.40195520103659
"terrine",1.40146230645334
"cleanser",1.40060466987848
"quinton",1.40028098885711
"rhubarb",1.40005304447587
"az",1.39956488040276
"ginormous",1.39873965066013
"honeymoon",1.39873965066013
"asset",1.39599697533903
"featuring",1.39599697533903
"puree",1.39599697533903
"rarity",1.39599697533903
"boeuf",1.39407710261426
"loving",1.3920188606841
"cannock",1.39156649982033
"eccentric",1.39156649982033
"sean",1.39156649982033
"sophisticated",1.39156649982033
"lychee",1.39118514243391
"excellence",1.39070077471897
"wicked",1.39009687867266
"tuesdays",1.38885504880288
"diabla",1.38814295055587
"zen",1.38722718634933
"sherry",1.38670726860626
"bitternut_squash",1.38631892840678
"tenderness",1.3844777389904
"adobada",1.38398050576672
"shareable",1.38371342946964
"chilean",1.38355926167357
"kalamata",1.38246767090272
"snag",1.38178493049332
"gluttonous",1.38054434121282
"marissa",1.37944634840134
"pistachio",1.37887378617215
"soufflé",1.37801721490069
"annual",1.37747188764387
"rotate",1.37731713261152
"flaky",1.37484463107259
"boar",1.37428038222276
"complimenting",1.37428038222276
"gyros",1.37428038222276
"molong",1.3737748264775
"hehe",1.37330757040991
"intro",1.37330757040991
"lingua",1.37330757040991
"creation",1.37318050077269
"peach",1.37229908302969
"knight",1.37174595144718
"not_a_fancy",1.37174595144718
"fungi",1.37141771306648
"caviar",1.37131289744911
"asahi",1.37110973631422
"lamb_chops",1.37110973631422
"italy",1.37101125902276
"red_velvet",1.37082020128365
"oozier",1.37054749968508
"rea",1.37054749968508
"fennel",1.37031807315128
"passion",1.37013132714107
"not_your",1.36919479175559
"bianca",1.36882896508283
"diverse",1.36845097537492
"edinburgh",1.36680439007196
"marshmallows",1.36680439007196
"special_occasion",1.3659129884057
"dora",1.36588988033693
"agnolotti",1.36143926629315
"autumn",1.36143926629315
"bertha",1.36143926629315
"bodied",1.36143926629315
"delicacy",1.36143926629315
"downsides",1.36143926629315
"sturgeon",1.36143926629315
"tolls",1.36143926629315
"tricky",1.35877495312408
"thursdays",1.35822898731074
"impromptu",1.35777894820106
"francis",1.3575995208436
"artfully",1.35740159582043
"escargot",1.35703865914873
"infusion",1.3569374957661
"kuala",1.3569374957661
"adventurous",1.35677671824727
"atomic",1.3563528502431
"attentive",1.35479338215217
"pecan",1.35399170632725
"gta",1.35390745791135
"laura",1.35310620170052
"lifter",1.35279983903167
"tare",1.35263805200431
"blend",1.35235828266453
"not_drenched",1.3521141702014
"diver",1.35131028260728
"daily_special",1.35099515867039
"france",1.35058739124431
"craft_beers",1.34980597809948
"not_vegan",1.34966019754568
"indecisive",1.34957096217638
"homemade",1.34920007767273
"scottish",1.34892064414258
"shaded",1.34757540661692
"snuffle",1.34588621793796
"nicest",1.34489050421484
"joan",1.34363681011799
"richer",1.34363681011799
"shiso",1.34363681011799
"almonds",1.34278907410965
"satisfying",1.34274767523688
"viva",1.34246043636193
"bustling",1.342098326251
"guilt",1.34106420084413
"lebanese",1.34091591070258
"roasting",1.34045780008672
"intrusive",1.34026877786864
"phillip",1.33997877117789
"bone_marrow",1.33896731341631
"extensive_menu",1.33867970973024
"excels",1.33840079359589
"israeli",1.33840079359589
"leash",1.33840079359589
"almond",1.33822343814787
"hospitable",1.33757504188631
"goodies",1.33540446044162
"compliment",1.33494896763526
"not_overcooked",1.33478218531883
"floyd",1.33442864313085
"ruffled",1.33415189494271
